# Summary generated on 2025-10-24 23:39:13.820411+00:00 UTC
 #  Unique trajectory;      Beginning      ;        Beginning          ;   IAU;   IAU;   Sol lon ;   App LST ;   RAgeo  ;   +/-  ;   DECgeo ;   +/-  ;  LAMgeo  ;   +/-  ;   BETgeo ;   +/-  ;    Vgeo  ;    +/- ;  LAMhel  ;   +/-  ;   BEThel ;   +/-  ;    Vhel  ;    +/- ;       a    ;   +/-  ;      e    ;   +/-  ;      i    ;   +/-  ;    peri   ;    +/-  ;    node   ;    +/-  ;     Pi    ;   +/-  ;      b    ;   +/-  ;      q    ;   +/-  ;      f    ;   +/-  ;      M    ;   +/-  ;       Q    ;   +/-  ;      n    ;   +/-  ;      T    ;   +/-  ; TisserandJ;   +/-  ;   RAapp  ;   +/-  ;   DECapp ;   +/-  ;  Azim +E ;   +/-  ;    Elev  ;   +/-  ;   Vinit  ;    +/- ;    Vavg  ;    +/- ;    LatBeg   ;   +/-  ;    LonBeg   ;   +/-  ;   HtBeg ;   +/-  ;    LatEnd   ;   +/-  ;    LonEnd   ;   +/-  ;   HtEnd ;   +/-  ; Duration;  Peak ;  Peak Ht;   F  ;  Mass kg;   Qc ; MedianFitErr; Beg in; End in;  Num;      Participating    
 #      identifier   ;     Julian date     ;         UTC Time          ;    No;  code;     deg   ;     deg   ;    deg   ;  sigma ;    deg   ;  sigma ;    deg   ;  sigma ;     deg  ;  sigma ;    km/s  ;   sigma;    deg   ;  sigma ;     deg  ;  sigma ;    km/s  ;   sigma;      AU    ;  sigma ;           ;  sigma ;    deg    ;  sigma ;     deg   ;   sigma ;     deg   ;   sigma ;    deg    ;  sigma ;    deg    ;  sigma ;     AU    ;  sigma ;    deg    ;  sigma ;     deg   ;  sigma ;      AU    ;  sigma ;   deg/day ;  sigma ;    years  ;  sigma ;           ;  sigma ;    deg   ;  sigma ;    deg   ;  sigma ; of N  deg;  sigma ;     deg  ;  sigma ;    km/s  ;   sigma;    km/s  ;   sigma;    +N deg   ;  sigma ;    +E deg   ;  sigma ;     km  ;  sigma ;    +N deg   ;  sigma ;    +E deg   ;  sigma ;     km  ;  sigma ;   sec   ; AbsMag;     km  ; param; tau=0.7%;  deg ;    arcsec   ;   FOV ;   FOV ; stat;         stations      
 # ------------------; --------------------; --------------------------; -----; -----; ----------; ----------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; -----------; -------; ----------; -------; ----------; -------; ----------; --------; ----------; --------; ----------; -------; ----------; -------; ----------; -------; ----------; -------; ----------; -------; -----------; -------; ----------; -------; ----------; -------; ----------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ------------; -------; ------------; -------; --------; -------; ------------; -------; ------------; -------; --------; -------; --------; ------; --------; -----; --------; -----; ------------; ------; ------; ----; ----------------------
20250319002859_x404I; 2460753.520128733478; 2025-03-19 00:28:59.122573;   346;   XHE; 358.305785; 182.317438; 261.67633;  0.1799; +49.10787;  0.3929; 252.11208;  0.1830; +72.02902;  0.4064;  37.00372;  0.2518;  96.40262;  0.2835; +61.46979;  0.0560;  40.06080;  0.3498;    5.002000;  0.6223;   0.801987;  0.0309;  61.709977;  0.0454; 188.671617;   0.5196; 358.306282;   0.0000; 186.977899;  0.5196;  -7.629285;  0.4544;   0.990462;  0.0005; 351.325829;  0.5196; 359.428689;  0.2004;    9.013539;  1.2442;   0.088103;  0.0222;  11.187067;  1.9936;   1.595527;  0.1585; 260.70142;  0.1827; +49.43122;  0.3791;  62.52399;  0.5126;  44.10781;  0.1508;  38.81145;  0.2410;  39.10003;  0.1476;    54.765626;  0.0009;    -1.743597;  0.0001;  82.6992;    0.09;    54.706034;  0.0006;    -1.940975;  0.0002;  68.6635;    0.05;     0.53;  -1.60;  79.3666; 0.237; 3.30e-04; 80.08;        62.49;   True;   True;    2; UK006J,UK00AA
20250319002859_4jVtt; 2460753.520129952580; 2025-03-19 00:28:59.227903;   346;   XHE; 358.305787; 182.454554; 261.45544;  0.1742; +48.94904;  0.1398; 251.74966;  0.3052; +71.84577;  0.1539;  36.79533;  0.0536;  96.65905;  0.2749; +61.32520;  0.1178;  39.84845;  0.0315;    4.565199;  0.0595;   0.783139;  0.0028;  61.581693;  0.1311; 189.106781;   0.2788; 358.306295;   0.0000; 187.413076;  0.2787;  -8.001687;  0.2525;   0.990015;  0.0003; 350.890656;  0.2787; 359.308522;  0.0286;    8.140382;  0.1188;   0.101045;  0.0020;   9.754167;  0.1910;   1.694337;  0.0126; 260.48174;  0.1651; +49.27603;  0.1395;  62.92767;  0.2332;  44.21271;  0.0598;  38.60994;  0.0513;  38.36431;  0.0170;    54.800370;  0.0004;    -1.620858;  0.0009;  91.3257;    0.03;    54.705257;  0.0003;    -1.940696;  0.0001;  68.6008;    0.02;     0.90;  -1.49;  82.5869; 0.385; 5.42e-04; 33.68;        49.60;   True;   True;    2; UK006E,UK006J
20250319002947_gSeIb; 2460753.520689329132; 2025-03-19 00:29:47.558037;    -1;   ...; 358.306343; 187.652939; 176.91534;  1.4617;  +9.05880;  0.8096; 173.55567;  1.6540;  +7.08380;  0.2122;  26.40424;  0.9828; 126.92450;  0.2530;  +4.53150;  0.1602;  41.18382;  1.2265;   10.302204;  8.3976;   0.941952;  0.0674;   5.790408;  0.2207; 259.794526;   3.0767; 358.327344;   0.0009; 258.121870;  3.0774;  -5.698490;  0.1770;   0.598024;  0.0111; 280.183856;  3.0774; 358.832522;     nan;   20.006384; 16.7928;   0.029806;  0.0445;  33.067079;     nan;   1.445115;  0.5716; 178.16371;  1.4587; +10.58575;  0.6765; 194.74554;  2.3479;  50.45403;  0.4280;  28.59502;  0.9072;  27.34749;  0.8749;    49.336248;  0.0008;     3.389781;  0.0035;  92.0401;    0.28;    49.402933;  0.0004;     3.416613;  0.0019;  82.6348;    0.14;     0.44;  +1.86;  84.9517; 0.754; 1.68e-05; 18.47;        65.83;   True;   True;    3; BE000P,FR0012,FR0013
20250319003032_XqxPy; 2460753.521209592931; 2025-03-19 00:30:32.508829;    -1;   ...; 358.306860; 182.197179; 178.18304;  0.0474; +12.72439;  0.1021; 173.21566;  0.0514; +10.94034;  0.1000;  19.59240;  0.0078; 118.87294;  0.0140;  +5.77916;  0.0530;  36.90374;  0.0167;    2.110537;  0.0063;   0.680920;  0.0007;   6.702685;  0.0610; 258.368844;   0.1070; 358.324719;   0.0002; 256.693562;  0.1071;  -6.564439;  0.0582;   0.673431;  0.0005; 281.612491;  0.1071; 345.497443;  0.0784;    3.547644;  0.0120;   0.321451;  0.0014;   3.066127;  0.0137;   3.392235;  0.0068; 179.45245;  0.0452; +15.20917;  0.0932; 184.45344;  0.0709;  53.48024;  0.0938;  22.50679;  0.0067;  22.19460;  0.0063;    51.662459;  0.0001;    -2.253819;  0.0001;  95.6323;    0.02;    51.744306;  0.0001;    -2.243665;  0.0001;  83.1401;    0.02;     0.72;  +1.06;  87.0681; 0.686; 1.08e-04; 85.69;        67.11;   True;   True;   13; UK0006,UK000S,UK001Z,UK0031,UK007P,UK008X,UK009D,UK009G,UK009K,UK00B0,UK00B2,UK00BA,UK00BW
20250319003046_edIFx; 2460753.521366381086; 2025-03-19 00:30:46.055326;    11;   EVI; 358.307016; 178.418738; 186.93678;  1.4964;  +3.96090;  0.4664; 184.79490;  1.2858;  +6.39025;  0.8987;  25.29394;  0.8531; 130.44187;  0.5573;  +4.40679;  0.5971;  36.60775;  0.9764;    2.006652;  0.7614;   0.766637;  0.0384;   5.931092;  0.7684; 282.714654;   2.5972; 358.327266;   0.0039; 281.041920;  2.5938;  -5.785149;  0.7336;   0.468277;  0.0084; 257.264189;  2.5939; 344.196210;  3.5212;    3.545026;  1.5169;   0.346734;  0.0743;   2.842553;  2.0583;   3.386638;  0.4230; 187.56579;  1.4580;  +6.04546;  0.5286; 167.76436;  1.9632;  41.76180;  0.4597;  27.67125;  0.7871;  27.04415;  0.6901;    53.705709;  0.0012;    -6.088679;  0.0021;  88.2069;    0.06;    53.795833;  0.0017;    -6.121758;  0.0035;  78.9351;    0.09;     0.52;  -0.40;  84.6234; 0.386; 1.94e-04; 32.63;        73.95;   True;   True;    2; UK003Y,UK009C
20250319003050_mI596; 2460753.521412858739; 2025-03-19 00:30:50.070995;    -1;   ...; 358.307062; 107.458191;  48.28469;  0.0899;  -0.46199;  0.0964;  45.69049;  0.1176; -17.71569;  0.0697;  10.73669;  0.0342;  77.10415;  0.0133;  -4.89696;  0.0122;  38.30056;  0.0404;    2.813466;  0.0266;   0.662828;  0.0033;   4.991348;  0.0125; 331.876247;   0.0852; 178.292276;   0.0000; 150.168523;  0.0852;  -2.350494;  0.0114;   0.948622;  0.0002;  28.136289;  0.0852;   4.413157;  0.0826;    4.678310;  0.0531;   0.208854;  0.0031;   4.719143;  0.0664;   2.946679;  0.0169;  57.36285;  0.0521;  +7.28655;  0.0582; 248.01465;  0.0266;  34.85593;  0.0736;  15.16847;  0.0237;  15.04911;  0.0030;    39.531446;  0.0001;   -77.066379;  0.0002;  93.1835;    0.02;    39.631404;  0.0001;   -76.744730;  0.0002;  72.2494;    0.02;     2.45;  -1.05;  75.8434; 0.828; 3.43e-03; 31.09;        63.75;   True;   True;    2; US0036,US003N
20250319003117_VMQNK; 2460753.521730966866; 2025-03-19 00:31:17.555537;    -1;   ...; 358.307378; 200.645090; 170.71441;  1.2773; +30.02949;  1.2162; 159.04436;  1.5721; +23.80287;  0.8004;  16.20016;  0.3678; 109.51648;  0.8451;  +9.93212;  0.1623;  37.89315;  0.1948;    2.561522;  0.1150;   0.673261;  0.0134;  10.636956;  0.1714; 232.822853;   2.1810; 358.319503;   0.0002; 231.142356;  2.1809;  -8.457295;  0.3195;   0.836950;  0.0121; 307.164639;  2.1809; 351.394625;  0.7265;    4.286094;  0.2262;   0.240413;  0.0152;   4.099660;  0.2801;   3.051366;  0.0803; 174.05723;  1.1262; +32.03710;  1.2024; 239.80367;  3.1757;  63.96167;  0.5959;  19.52970;  0.3028;  19.03524;  0.1694;    48.788996;  0.0010;    16.006126;  0.0002;  80.0033;    0.06;    48.801652;  0.0008;    16.039005;  0.0011;  74.2067;    0.04;     0.34;  +0.36;  75.0844; 0.849; 9.74e-05; 83.15;       116.43;   True;   True;    3; CZ0003,CZ0007,CZ000V
20250319003128_uxAyE; 2460753.521852743812; 2025-03-19 00:31:28.077065;    -1;   ...; 358.307499; 205.927842; 245.93575;  0.0753;  -4.96616;  0.1678; 244.94641;  0.1026; +16.40315;  0.1550;  64.49792;  0.0678; 226.50823;  0.2189; +26.78550;  0.2366;  40.41139;  0.0237;    5.944170;  0.0762;   0.895407;  0.0013; 145.896774;  0.3560; 258.154266;   0.2403; 358.304130;   0.0000; 256.458396;  0.2403; -33.280969;  0.3688;   0.621720;  0.0019; 281.843390;  0.2403; 357.285943;  0.0550;   11.266619;  0.1521;   0.068009;  0.0013;  14.492304;  0.2787;   0.087492;  0.0121; 246.26700;  0.0752;  -5.25132;  0.1654;  61.32162;  0.2277;  42.71605;  0.0740;  65.69549;  0.0668;  65.31073;  0.1333;   -34.339288;  0.0003;    21.244815;  0.0004; 113.4946;    0.03;   -34.401571;  0.0001;    21.107296;  0.0002;  99.9922;    0.03;     0.32;  -1.22; 101.8694; 0.861; 5.87e-05; 75.61;        55.71;   True;   True;    3; ZA0001,ZA0006,ZA000C
20250319003133_axFZ3; 2460753.521920065861; 2025-03-19 00:31:33.893690;    -1;   ...; 358.307566; 182.317356; 141.76713;  0.2791; +26.68735;  0.4103; 135.65527;  0.1724; +11.07749;  0.4486;   8.66090;  0.1201;  97.48489;  0.1153;  +2.63341;  0.1349;  36.16665;  0.0861;    1.870787;  0.0260;   0.488590;  0.0070;   2.667142;  0.1376; 208.151355;   0.1541; 358.356992;   0.0021; 206.508347;  0.1531;  -1.258011;  0.0689;   0.956739;  0.0006; 331.798402;  0.1531; 351.316978;  0.1850;    2.784836;  0.0525;   0.385184;  0.0075;   2.558805;  0.0540;   3.826974;  0.0346; 148.08907;  0.2228; +34.11948;  0.2615; 237.34527;  0.2400;  56.42053;  0.2893;  13.98618;  0.0750;  12.96648;  0.0264;    59.041970;  0.0001;    -2.390512;  0.0002;  75.6492;    0.03;    59.065600;  0.0001;    -2.319029;  0.0002;  68.2153;    0.02;     0.68;  +0.75;  70.8706; 0.643; 4.54e-04; 42.58;        57.92;   True;   True;    2; UK009F,UK00B7
20250319003138_dTAF2; 2460753.521975930315; 2025-03-19 00:31:38.720379;    11;   EVI; 358.307622; 188.640698; 185.61505;  0.1406;  +3.16478;  0.1954; 183.89616;  0.2057;  +5.13548;  0.1262;  26.52365;  0.0066; 131.65616;  0.0957;  +3.61043;  0.0813;  37.66395;  0.0750;    2.439544;  0.0400;   0.809484;  0.0018;   4.957009;  0.1035; 281.029627;   0.4650; 358.332895;   0.0005; 279.362521;  0.4655;  -4.865223;  0.1089;   0.464773;  0.0029; 258.944492;  0.4655; 348.626840;  0.2794;    4.414314;  0.0771;   0.258667;  0.0060;   3.810338;  0.0950;   2.934273;  0.0305; 186.60923;  0.1365;  +4.99095;  0.1870; 182.80474;  0.1993;  43.80596;  0.1806;  28.74364;  0.0061;  28.21799;  0.0022;    51.160951;  0.0003;     3.913664;  0.0005;  94.9825;    0.03;    51.322650;  0.0002;     3.926248;  0.0004;  77.5227;    0.04;     0.94;  -1.17;  82.5336; 0.713; 4.43e-04; 87.58;        62.79;   True;   True;    6; BE0008,BE000B,BE000C,BE000G,UK009L,UK00CJ
20250319003139_mcp3e; 2460753.521979450714; 2025-03-19 00:31:39.024542;    11;   EVI; 358.307625; 188.641879; 185.63090;  0.0446;  +2.97032;  0.0342; 183.98832;  0.0375;  +4.96333;  0.0420;  26.55733;  0.0102; 131.74475;  0.0257;  +3.49513;  0.0309;  37.65045;  0.0093;    2.432742;  0.0047;   0.809707;  0.0002;   4.805975;  0.0438; 281.259305;   0.0777; 358.333712;   0.0002; 279.593017;  0.0775;  -4.713266;  0.0424;   0.462934;  0.0005; 258.714003;  0.0775; 348.580355;  0.0346;    4.402549;  0.0088;   0.259753;  0.0007;   3.794413;  0.0109;   2.938881;  0.0036; 186.62375;  0.0431;  +4.80106;  0.0318; 182.77817;  0.0587;  43.61350;  0.0325;  28.77487;  0.0094;  28.39864;  0.0042;    51.156876;  0.0000;     3.913023;  0.0002;  95.4516;    0.01;    51.325658;  0.0000;     3.926050;  0.0001;  77.3472;    0.01;     0.93;  -0.98;  82.8736; 0.695; 5.02e-04; 80.78;        23.68;   True;   True;    3; BE0005,BE0017,FR000X
20250319003200_1zD3p; 2460753.522222812288; 2025-03-19 00:32:00.050982;    -1;   ...; 358.307867; 196.912679; 186.67137;  0.0867; +20.50576;  0.0505; 177.56886;  0.0836; +21.38789;  0.0556;  24.73942;  0.0293; 125.04580;  0.0224; +13.45824;  0.0320;  38.75452;  0.0434;    3.164913;  0.0397;   0.805764;  0.0022;  16.625215;  0.0356; 261.783275;   0.1497; 358.314982;   0.0000; 260.098257;  0.1497; -16.449673;  0.0370;   0.614739;  0.0007; 278.209117;  0.1497; 352.554851;  0.1454;    5.715088;  0.0789;   0.175050;  0.0031;   5.630454;  0.1072;   2.529439;  0.0188; 188.09075;  0.0852; +21.49444;  0.0483; 200.28210;  0.1835;  65.69100;  0.0508;  27.06620;  0.0267;  26.42698;  0.0261;    44.690374;  0.0001;    12.096038;  0.0004; 100.1828;    0.03;    44.788268;  0.0001;    12.146740;  0.0002;  74.2097;    0.01;     1.09;  -0.30;  83.5641; 0.640; 3.45e-04; 73.99;        38.32;   True;   True;    3; HR002F,HR002K,IT0004
20250319003245_1LIbc; 2460753.522750523873; 2025-03-19 00:32:45.645263;    -1;   ...; 358.308392; 185.889487; 233.89961;  1.6520; +33.00409;  1.0321; 219.34203;  2.0162; +50.28883;  1.1390;   6.05476;  0.3602;  93.38042;  0.4954;  +9.61692;  0.6250;  27.86667;  0.0970;    0.882128;  0.0048;   0.154926;  0.0073;   9.653827;  0.6315; 330.742982;   2.4326; 358.320946;   0.0012; 329.063928;  2.4332;  -4.701077;  0.5458;   0.745463;  0.0099; 209.243673;  2.4332; 218.875902;  3.2670;    1.018792;  0.0042;   1.189617;  0.0096;   0.828510;  0.0068;   6.701623;  0.0285; 225.73079;  1.2218; +39.37944;  0.7000; 100.11961;  2.0165;  59.79909;  0.6893;  12.80549;  0.1599;  11.73926;  0.1142;    52.749455;  0.0003;     0.881847;  0.0012;  75.4815;    0.12;    52.753327;  0.0003;     0.845810;  0.0011;  71.2143;    0.08;     0.44;  +1.99;  74.4165; 0.250; 5.65e-05; 64.13;        70.28;   True;   True;    3; UK008F,UK00BJ,UK00CC
20250319003303_LjoJr; 2460753.522960934788; 2025-03-19 00:33:03.824766;    -1;   ...; 358.308602; 105.804894; 147.83053;  1.1022; -17.42532;  0.6619; 156.75112;  1.3931; -28.47720;  0.2087;  15.98634;  0.0528; 108.04198;  0.3430; -11.56570;  0.1752;  38.03061;  0.2474;    2.640876;  0.1455;   0.674636;  0.0157;  12.266589;  0.2117;  48.688666;   1.5960; 178.301286;   0.0001; 226.989952;  1.5961;   9.182884;  0.3847;   0.859246;  0.0066; 311.316452;  1.5961; 352.271580;  0.9079;    4.422506;  0.2847;   0.229658;  0.0194;   4.291633;  0.3540;   2.998295;  0.1008; 145.11374;  0.9629; -11.71389;  0.5870; 135.85871;  0.5308;  27.03930;  1.0152;  19.68708;  0.0435;  19.24977;  0.1627;    39.585819;  0.0003;   -79.288807;  0.0031;  97.9406;    0.30;    39.784894;  0.0008;   -79.539669;  0.0034;  82.0604;    0.22;     1.89;  -0.70;  88.8669; 0.571; 1.44e-03;  6.72;        55.34;   True;   True;    2; US0035,US003Q
20250319003312_KUA1h; 2460753.523060110398; 2025-03-19 00:33:12.393538;    -1;   ...; 358.308700; 185.515708; 170.34983;  0.1235; +20.30649;  0.1061; 163.02228;  0.0957; +14.82554;  0.1270;  17.45663;  0.0246; 112.99111;  0.0443;  +6.73380;  0.0621;  38.07345;  0.0187;    2.667005;  0.0112;   0.705138;  0.0011;   7.402750;  0.0692; 240.509886;   0.1337; 358.325136;   0.0002; 238.835021;  0.1336;  -6.439289;  0.0640;   0.786399;  0.0007; 299.472939;  0.1336; 351.238375;  0.0705;    4.547611;  0.0221;   0.226292;  0.0015;   4.355484;  0.0274;   2.958090;  0.0077; 172.37918;  0.1157; +22.78987;  0.0956; 204.34701;  0.1804;  59.45311;  0.1092;  20.62790;  0.0208;  20.47200;  0.0137;    51.602793;  0.0001;     0.396773;  0.0003;  94.8979;    0.02;    51.662058;  0.0001;     0.439866;  0.0001;  82.4753;    0.01;     0.73;  +0.00;  86.5762; 0.670; 3.48e-04; 87.05;        66.28;   True;   True;   12; UK000F,UK002F,UK002Y,UK006D,UK007R,UK009L,UK00A4,UK00B1,UK00B2,UK00BH,UK00BJ,UK00CA
20250319003338_pdKBD; 2460753.523367402609; 2025-03-19 00:33:38.943585;    -1;   ...; 358.309005; 190.736835; 278.02066;  1.7323; +67.41775;  0.4480;  18.93010;  6.6449; +86.75277;  0.6993;  19.71244;  0.6349;  85.41052;  0.3077; +32.96798;  1.0112;  36.16224;  0.2183;    1.869558;  0.0601;   0.469004;  0.0172;  33.001543;  1.0048; 172.379715;   1.1290; 358.312048;   0.0001; 170.691763;  1.1289;   4.141858;  0.4933;   0.992728;  0.0008;   7.616077;  1.1289;   2.435981;  0.5231;    2.746388;  0.1193;   0.385564;  0.0193;   2.556283;  0.1223;   3.671582;  0.0964; 271.36384;  1.1865; +67.79452;  0.5066;  36.02742;  0.9738;  50.65636;  0.3113;  22.73291;  0.5524;  21.33530;  0.2888;    52.653117;  0.0002;     5.506753;  0.0011;  94.1905;    0.12;    52.622006;  0.0002;     5.469500;  0.0011;  88.8975;    0.11;     0.32;  +3.16;  91.8912; 0.434; 1.04e-05; 66.63;       107.54;   True;   True;    2; NL000T,NL0014
20250319003345_JjSXv; 2460753.523444812745; 2025-03-19 00:33:45.631821;    11;   EVI; 358.309082; 182.128699; 185.88913;  0.1386;  +3.29282;  0.3318; 184.09723;  0.2289;  +5.36173;  0.2781;  26.38974;  0.0784; 131.57029;  0.1248;  +3.76573;  0.1904;  37.51025;  0.1066;    2.364424;  0.0528;   0.803799;  0.0033;   5.162488;  0.2552; 281.418326;   0.5397; 358.332414;   0.0010; 279.750740;  0.5405;  -5.060042;  0.2587;   0.463901;  0.0033; 258.557568;  0.5405; 348.024401;  0.4107;    4.264946;  0.1030;   0.271092;  0.0086;   3.635705;  0.1231;   2.999787;  0.0444; 186.68331;  0.1342;  +5.13460;  0.3131; 173.72458;  0.1729;  43.65095;  0.3170;  28.65494;  0.0723;  28.08756;  0.0418;    51.327771;  0.0003;    -3.129124;  0.0002;  93.0944;    0.05;    51.415963;  0.0001;    -3.144600;  0.0003;  83.5606;    0.05;     0.49;  +1.25;  84.6786; 0.883; 3.46e-05; 57.05;        54.88;   True;   True;    5; UK000D,UK001Z,UK009D,UK00B0,UK00BL
20250319003345_I7nLo; 2460753.523448744789; 2025-03-19 00:33:45.971550;    -1;   ...; 358.309086; 185.817646; 254.91374;  0.1659; +13.65215;  0.2904; 251.74912;  0.1957; +36.13894;  0.2920;  56.37023;  0.1496; 226.02273;  0.4173; +60.82727;  0.3087;  38.07083;  0.2618;    2.665405;  0.1592;   0.676652;  0.0179; 112.440794;  0.2700; 228.140482;   1.2771; 358.307555;   0.0000; 226.448038;  1.2770; -43.502334;  0.9893;   0.861853;  0.0050; 311.857091;  1.2771; 352.449170;  0.8817;    4.468958;  0.3144;   0.226495;  0.0204;   4.351565;  0.3904;   1.550230;  0.1153; 254.85627;  0.1643; +14.10375;  0.2837;  98.00113;  0.2558;  23.85444;  0.2281;  57.71269;  0.1468;  58.19245;  0.2296;    52.554762;  0.0002;     0.558186;  0.0001; 111.4564;    0.02;    52.569161;  0.0003;     0.388685;  0.0006; 106.2484;    0.05;     0.22;  +0.76; 110.0045; 0.279; 5.36e-06; 85.84;        64.53;   True;   True;    8; UK005E,UK005G,UK006P,UK009U,UK00AL,UK00AN,UK00BJ,UK00CC
20250319003401_QRUyw; 2460753.523630786687; 2025-03-19 00:34:01.699970;    11;   EVI; 358.309268; 181.510150; 185.30947;  0.0248;  +6.41010;  0.1040; 182.31279;  0.0563;  +7.99049;  0.0911;  24.02899;  0.0038; 127.76638;  0.0235;  +5.21327;  0.0573;  36.73499;  0.0212;    2.049931;  0.0073;   0.747756;  0.0005;   6.737766;  0.0717; 277.064342;   0.1392; 358.327392;   0.0002; 275.391735;  0.1394;  -6.686383;  0.0730;   0.517084;  0.0008; 262.916678;  0.1394; 344.558804;  0.0931;    3.582777;  0.0138;   0.335812;  0.0018;   2.935008;  0.0156;   3.366430;  0.0085; 186.10477;  0.0239;  +8.57095;  0.0979; 173.62486;  0.0301;  44.49050;  0.0982;  26.49158;  0.0034;  26.12988;  0.0109;    53.942097;  0.0001;    -3.817142;  0.0001;  98.7220;    0.02;    54.100637;  0.0002;    -3.847336;  0.0001;  81.0840;    0.01;     1.06;  +0.32;  88.2678; 0.593; 2.46e-04; 87.58;        74.34;   True;   True;   10; UK003V,UK003Y,UK0042,UK008S,UK009C,UK00AA,UK00AJ,UK00AQ,UK00CD,UK00CH
20250319003439_QQz3D; 2460753.524070076179; 2025-03-19 00:34:39.654582;    -1;   ...; 358.309704; 193.080609; 284.45860;  0.0234; +23.62084;  0.0567; 289.26213;  0.0357; +46.09644;  0.0553;  53.94639;  0.0388; 338.37785;  0.1258; +69.21828;  0.0409;  41.57109;  0.0532;   16.409024;  1.5786;   0.946271;  0.0044;  97.371284;  0.0560; 139.877615;   0.1276; 358.308987;   0.0000; 138.186602;  0.1276;  39.724492;  0.1222;   0.881639;  0.0005;  40.120060;  0.1276;   0.389161;  0.0474;   31.936408;  3.1568;   0.014828;  0.0018;  66.469858; 10.0711;   0.169819;  0.0256; 284.10561;  0.0235; +24.18425;  0.0555;  73.78016;  0.0461;  18.21404;  0.0407;  55.34219;  0.0380;  54.59301;  0.0173;    51.954320;  0.0002;     7.597363;  0.0001; 108.8862;    0.03;    51.849735;  0.0002;     7.024443;  0.0000;  95.2858;    0.02;     0.80;  -0.53; 101.9919; 0.507; 1.09e-04; 88.44;        44.82;   True;   True;    5; BE000Q,DE0004,DE000Q,DE000S,DE000W
20250319003440_U9HZI; 2460753.524075600319; 2025-03-19 00:34:40.131868;    -1;   ...; 358.309710; 193.045206; 284.49235;  0.0904; +23.59300;  0.0417; 289.30050;  0.1212; +46.06445;  0.0393;  54.10941;  0.0677; 338.04830;  0.3495; +69.12725;  0.0663;  41.69950;  0.0424;   20.454612;  2.3703;   0.956889;  0.0035;  97.522239;  0.1031; 140.030624;   0.2752; 358.308987;   0.0000; 138.339611;  0.2752;  39.557320;  0.2800;   0.881822;  0.0013;  39.967051;  0.2752;   0.277840;  0.0324;   40.027402;  4.7395;   0.010654;  0.0012;  92.509752; 17.6524;   0.103665;  0.0222; 284.14209;  0.0880; +24.15418;  0.0418;  73.74615;  0.0801;  18.14684;  0.0504;  55.50209;  0.0663;  55.14176;  0.0548;    51.938292;  0.0009;     7.506266;  0.0058; 106.6248;    0.14;    51.853511;  0.0002;     7.042902;  0.0003;  95.6663;    0.02;     0.73;  -0.76;  98.8993; 0.705; 1.25e-04; 48.26;        42.01;   True;   True;    4; LU0001,NL000N,NL000R,NL000S
20250319003440_rTol2; 2460753.524076718371; 2025-03-19 00:34:40.228467;    -1;   ...; 358.309710; 192.995861; 284.53384;  0.1175; +23.96634;  0.2415; 289.43264;  0.2031; +46.42842;  0.2244;  55.34332;  0.3784; 336.57267;  0.2458; +69.08148;  0.0368;  42.92377;  0.4513;  -14.728804; 12.8155;   1.060369;  0.0394;  98.056943;  0.0848; 142.406634;   0.6575; 358.308964;   0.0000; 140.715598;  0.6575;  37.159199;  0.6472;   0.889160;  0.0018;  37.591039;  0.6575;        nan;     nan;  -30.346769; 25.6298;   0.017436;  0.0206;        nan;     nan;  -0.519653;  0.2306; 284.20785;  0.1226; +24.49792;  0.2321;  73.42549;  0.2437;  18.33875;  0.1124;  56.71080;  0.3711;  55.83121;  0.4393;    51.942535;  0.0014;     7.510941;  0.0026; 106.9875;    0.12;    51.854545;  0.0011;     7.038541;  0.0010;  95.6515;    0.08;     0.65;  -0.25;  99.7296; 0.640; 7.84e-05; 14.53;        31.75;   True;   True;    2; BE0006,BE000W
20250319003455_vlpzt; 2460753.524251848925; 2025-03-19 00:34:55.359747;    -1;   ...; 358.309885; 107.644773; 183.96254;  0.7108; +27.92066;  0.6590; 171.59633;  0.9488; +26.99429;  0.3382;  26.14417;  0.1371; 123.07216;  0.3209; +16.63127;  0.1388;  41.45365;  0.3620;   13.895830; 8.9e+02;   0.950310;  0.0233;  19.981165;  0.1042; 248.208714;   1.5787; 358.310595;   0.0000; 246.519309;  1.5787; -18.499315;  0.1807;   0.690488;  0.0088; 291.788085;  1.5787; 359.296459;     nan;   27.101171; 1.8e+03;   0.019027;  0.0102;  51.799713;     nan;   1.330652;  0.1657; 181.84739;  0.6610; +28.88996;  0.6026;  75.32366;  0.3064;  29.43716;  0.7993;  28.70914;  0.1262;  28.36433;  0.2031;    39.559459;  0.0004;   -77.917221;  0.0006; 101.2912;    0.19;    39.513610;  0.0008;   -78.142145;  0.0003;  89.8840;    0.28;     0.87;  +0.75;  95.3127; 0.524; 1.22e-04; 25.70;        68.39;   True;   True;    4; US0035,US0038,US003N,US003R
